,date,country,new_confirm,total_confirm,heal,dead
112,2020-12-06,塞浦路斯,369,12181,2057,57
113,2020-12-06,博茨瓦纳,0,11531,8978,34
114,2020-12-06,牙买加,152,11063,6866,261
115,2020-12-06,佛得角,40,11036,10541,109
116,2020-12-06,津巴布韦,70,10617,8844,291
117,2020-12-06,马耳他,103,10423,8289,149
118,2020-12-06,海地,23,9370,8146,233
119,2020-12-06,毛里塔尼亚,178,9359,7835,184
120,2020-12-06,加蓬,15,9254,9106,60
121,2020-12-06,古巴,104,8714,7909,136
122,2020-12-06,叙利亚,87,8320,3879,442
123,2020-12-06,伯利兹,218,7601,3752,172
124,2020-12-06,巴哈马,5,7570,5995,163
125,2020-12-06,安道尔,50,7005,6171,78
126,2020-12-06,乌拉圭,234,6965,4946,81
127,2020-12-06,特立尼达和多巴哥,16,6751,5907,122
128,2020-12-06,斯威士兰,15,6495,6078,122
129,2020-12-06,卢旺达,41,6084,5696,51
130,2020-12-06,马拉维,2,6049,5476,185
131,2020-12-06,尼加拉瓜,0,5838,4225,161
132,2020-12-06,刚果（布）,0,5774,4988,94
133,2020-12-06,吉布提,2,5692,5592,61
134,2020-12-06,圭亚那,36,5637,4733,151
135,2020-12-06,冰岛,14,5476,5253,27
136,2020-12-06,苏里南,2,5324,5207,117
137,2020-12-06,赤道几内亚,0,5159,5023,85
138,2020-12-06,马里,124,5062,3334,163
139,2020-12-06,中非共和国,4,4922,1924,63
140,2020-12-06,索马里,0,4525,3480,121
141,2020-12-06,泰国,19,4072,3848,60
142,2020-12-06,冈比亚,2,3770,3615,123
143,2020-12-06,布基纳法索,65,3156,2697,68
144,2020-12-06,贝宁,0,3055,2907,44
145,2020-12-06,多哥,12,3051,2599,65
146,2020-12-06,几内亚比绍,0,2441,2327,44
147,2020-12-06,塞拉利昂,4,2420,1843,74
148,2020-12-06,也门,37,2304,1547,633
149,2020-12-06,莱索托,5,2150,1278,44
150,2020-12-06,新西兰,9,2078,1997,25
151,2020-12-06,尼日尔,63,1789,1237,77
152,2020-12-06,圣马力诺,75,1789,1412,48
153,2020-12-06,乍得,3,1722,1561,102
154,2020-12-06,利比里亚,13,1676,1358,83
155,2020-12-06,列支敦士登公国,27,1378,1183,17
156,2020-12-06,越南,4,1365,1220,35
157,2020-12-06,蒙古,11,842,368,0
159,2020-12-06,布隆迪,2,694,575,1
160,2020-12-06,巴布亚新几内亚,0,671,597,7
161,2020-12-06,摩纳哥,7,637,572,3
162,2020-12-06,厄立特里亚,38,632,508,0
163,2020-12-06,科摩罗,1,616,600,7
164,2020-12-06,坦桑尼亚,0,509,183,21
165,2020-12-06,毛里求斯,0,508,465,10
166,2020-12-06,不丹,6,424,387,0
167,2020-12-06,柬埔寨,10,345,305,0
168,2020-12-06,巴巴多斯,1,285,260,7
169,2020-12-06,圣卢西亚,3,265,158,2
170,2020-12-06,塞舌尔,0,184,168,0
171,2020-12-06,文莱,0,151,146,3
172,2020-12-06,安提瓜和巴布达,0,144,133,4
173,2020-12-06,圣文森特和格林纳丁斯,0,87,80,0
174,2020-12-06,多米尼克,0,85,72,0
175,2020-12-06,斐济,0,44,33,2
176,2020-12-06,格林纳达,0,41,39,0
177,2020-12-06,老挝,0,39,26,0
178,2020-12-06,马提尼克岛,5,37,0,1
179,2020-12-06,东帝汶,0,31,30,0
180,2020-12-06,梵蒂冈,0,27,15,0
181,2020-12-06,圣基茨和尼维斯,3,25,20,0
182,2020-12-06,所罗门群岛,0,17,5,0
183,2020-12-06,马绍尔群岛,0,4,4,0
184,2020-12-06,瓦努阿图,0,1,1,0
185,2020-12-06,中国,122,94160,87837,4753
