,date,country,new_confirm,total_confirm,heal,dead
0,2020-12-13,美国,220298,16549366,9644325,305082
1,2020-12-13,印度,30006,9826775,9324328,142628
2,2020-12-13,巴西,43900,6880127,6078287,181123
3,2020-12-13,俄罗斯,27729,2602048,2066710,45923
4,2020-12-13,法国,13947,2405255,181581,57671
5,2020-12-13,英国,21552,1835949,3805,64123
6,2020-12-13,意大利,19902,1825775,1076891,64036
7,2020-12-13,西班牙,7053,1741439,196958,47624
8,2020-12-13,阿根廷,5274,1494602,1330160,40668
9,2020-12-13,哥伦比亚,8163,1417072,1310425,38866
10,2020-12-13,德国,6279,1320588,966544,21651
11,2020-12-13,墨西哥,12253,1229379,904042,113019
12,2020-12-13,波兰,11499,1126700,840541,22676
13,2020-12-13,伊朗,8411,1100818,800853,51949
14,2020-12-13,秘鲁,1832,980943,916249,36544
15,2020-12-13,土耳其,32106,955766,452593,15751
16,2020-12-13,乌克兰,13219,908839,513249,15528
17,2020-12-13,南非,7882,852965,760118,23106
18,2020-12-13,荷兰,95,613630,7838,10104
19,2020-12-13,印度尼西亚,6388,611631,501376,18653
20,2020-12-13,比利时,2762,603159,33687,17792
21,2020-12-13,捷克,6217,575422,503017,9450
22,2020-12-13,伊拉克,1022,573622,505669,12565
23,2020-12-13,智利,1807,569781,543086,15846
24,2020-12-13,罗马尼亚,6333,551900,451477,13264
25,2020-12-13,孟加拉,1329,489178,417503,7020
26,2020-12-13,加拿大,5984,458527,373898,13367
27,2020-12-13,菲律宾,1292,448331,409433,8730
28,2020-12-13,巴基斯坦,2729,435056,381208,8724
29,2020-12-13,摩洛哥,3033,397597,353098,6589
30,2020-12-13,瑞士,0,373831,291500,5976
31,2020-12-13,沙特阿拉伯,166,359749,350347,6036
32,2020-12-13,以色列,2517,355786,335243,2983
33,2020-12-13,葡萄牙,4413,344700,268453,5461
34,2020-12-13,瑞典,0,320098,4917,7514
35,2020-12-13,奥地利,3241,319822,277883,4415
36,2020-12-13,匈牙利,5047,276247,79769,6784
37,2020-12-13,塞尔维亚,5679,261437,15913,2275
38,2020-12-13,约旦,1816,257275,213344,3335
39,2020-12-13,尼泊尔,899,247593,234231,1689
40,2020-12-13,厄瓜多尔,759,201524,174188,13874
41,2020-12-13,巴拿马,2806,190585,160641,3331
42,2020-12-13,格鲁吉亚,3907,187006,154241,1744
43,2020-12-13,哈萨克斯坦,927,184557,156744,2551
44,2020-12-13,阿联酋,1154,183755,163048,609
45,2020-12-13,保加利亚,1287,178952,81757,5626
46,2020-12-13,日本,3037,178207,147368,2462
47,2020-12-13,克罗地亚,4135,172523,144691,2562
48,2020-12-13,阿塞拜疆,4268,171423,107635,1883
49,2020-12-13,白俄罗斯,1975,158334,135922,1254
50,2020-12-13,多米尼加,1133,153585,119616,2360
51,2020-12-13,哥斯达黎加,1132,150947,112622,1895
52,2020-12-13,亚美尼亚,995,147312,124521,2462
53,2020-12-13,玻利维亚,333,147030,126092,9014
54,2020-12-13,科威特,255,146044,141825,911
55,2020-12-13,黎巴嫩,1540,145245,98584,1190
56,2020-12-13,卡塔尔,147,140827,138347,240
57,2020-12-13,斯洛伐克,3707,130794,95416,1148
58,2020-12-13,危地马拉,558,129099,117615,4405
59,2020-12-13,摩尔多瓦,1459,125723,107733,2547
60,2020-12-13,阿曼,0,125669,117327,1463
61,2020-12-13,希腊,1194,123842,23074,3540
62,2020-12-13,埃及,478,121089,104710,6898
63,2020-12-13,埃塞俄比亚,515,116297,92449,1803
64,2020-12-13,洪都拉斯,501,113708,51244,2971
65,2020-12-13,突尼斯,1289,110393,84218,3836
66,2020-12-13,巴勒斯坦,1477,108099,83123,961
67,2020-12-13,丹麦,3552,107660,78760,935
68,2020-12-13,缅甸,1352,107215,85406,2245
69,2020-12-13,委内瑞拉,435,106715,101823,944
70,2020-12-13,波黑,763,100306,65289,3298
71,2020-12-13,斯洛文尼亚,1747,95481,72290,2041
72,2020-12-13,巴拉圭,800,92913,65852,1937
73,2020-12-13,阿尔及利亚,517,91638,60028,2584
74,2020-12-13,肯尼亚,548,91526,72596,1586
75,2020-12-13,立陶宛,3303,90252,38768,791
76,2020-12-13,利比亚,0,89880,59839,1278
77,2020-12-13,巴林,145,88965,87025,348
78,2020-12-13,马来西亚,1937,82246,68084,411
79,2020-12-13,吉尔吉斯斯坦,341,77059,69794,1307
80,2020-12-13,爱尔兰,249,75756,23364,2123
81,2020-12-13,乌兹别克斯坦,147,74811,72084,612
82,2020-12-13,北马其顿,981,73025,48726,2096
83,2020-12-13,尼日利亚,617,72757,65850,1194
84,2020-12-13,新加坡,8,58313,58197,29
85,2020-12-13,加纳,195,52933,51676,327
86,2020-12-13,阿富汗,113,48229,38200,1956
87,2020-12-13,阿尔巴尼亚,879,47742,24520,989
88,2020-12-13,韩国,1030,42766,31814,580
89,2020-12-13,萨尔瓦多,231,41394,37667,1193
90,2020-12-13,黑山,402,40948,29614,578
91,2020-12-13,挪威,364,40803,17998,387
92,2020-12-13,卢森堡,718,40755,31678,392
93,2020-12-13,斯里兰卡,128,32135,23304,149
94,2020-12-13,芬兰,377,30450,20000,453
95,2020-12-13,澳大利亚,4,28029,25674,908
96,2020-12-13,乌干达,702,27071,9744,220
97,2020-12-13,喀麦隆,56,25143,23851,443
98,2020-12-13,拉脱维亚,660,25046,1866,324
99,2020-12-13,科特迪瓦,21,21639,21261,133
100,2020-12-13,苏丹,303,21147,12227,1344
101,2020-12-13,赞比亚,56,18217,17339,366
102,2020-12-13,爱沙尼亚,757,17713,10626,148
103,2020-12-13,马达加斯加,114,17587,16992,259
104,2020-12-13,塞内加尔,168,17061,16059,349
105,2020-12-13,莫桑比克,132,16812,14795,140
106,2020-12-13,纳米比亚,496,16269,14582,160
107,2020-12-13,安哥拉,100,16161,8841,366
108,2020-12-13,塞浦路斯,827,14476,2057,75
109,2020-12-13,刚果（金）,173,14342,12465,352
110,2020-12-13,几内亚,22,13420,12657,79
111,2020-12-13,马尔代夫,22,13348,12659,48
112,2020-12-13,塔吉克斯坦,36,12624,12050,89
113,2020-12-13,博茨瓦纳,0,12501,9940,37
114,2020-12-13,牙买加,99,11608,7799,271
115,2020-12-13,佛得角,40,11302,10922,110
116,2020-12-13,津巴布韦,57,11219,9359,307
117,2020-12-13,马耳他,121,11101,9079,166
118,2020-12-13,毛里塔尼亚,279,10780,8022,222
119,2020-12-13,海地,26,9491,8241,233
120,2020-12-13,古巴,87,9354,8371,137
121,2020-12-13,加蓬,30,9330,9182,63
122,2020-12-13,乌拉圭,331,9180,6155,91
123,2020-12-13,伯利兹,208,9173,4279,192
124,2020-12-13,叙利亚,130,9041,4319,506
125,2020-12-13,巴哈马,25,7648,6043,163
126,2020-12-13,安道尔,52,7288,6629,78
127,2020-12-13,特立尼达和多巴哥,12,6864,6126,122
128,2020-12-13,斯威士兰,29,6714,6331,127
129,2020-12-13,卢旺达,100,6528,5892,56
130,2020-12-13,马拉维,8,6063,5491,186
131,2020-12-13,刚果（布）,0,6049,4988,99
132,2020-12-13,尼加拉瓜,0,5887,4225,162
133,2020-12-13,圭亚那,40,5879,5044,154
134,2020-12-13,吉布提,8,5725,5612,61
135,2020-12-13,马里,72,5721,3566,189
136,2020-12-13,冰岛,13,5552,5346,28
137,2020-12-13,苏里南,1,5340,5221,117
138,2020-12-13,赤道几内亚,2,5185,5058,85
139,2020-12-13,中非共和国,9,4936,1924,63
140,2020-12-13,索马里,0,4579,3529,121
141,2020-12-13,泰国,12,4192,3915,60
142,2020-12-13,布基纳法索,315,3894,2858,71
143,2020-12-13,冈比亚,0,3779,3645,123
144,2020-12-13,多哥,19,3221,2745,66
145,2020-12-13,贝宁,0,3090,2972,44
146,2020-12-13,几内亚比绍,0,2444,2337,44
147,2020-12-13,塞拉利昂,2,2440,1850,75
148,2020-12-13,莱索托,36,2250,1319,44
149,2020-12-13,尼日尔,39,2199,1276,80
150,2020-12-13,新西兰,4,2096,2015,25
151,2020-12-13,也门,1,2083,1383,606
152,2020-12-13,圣马力诺,24,1932,1575,51
153,2020-12-13,乍得,6,1751,1603,102
154,2020-12-13,利比里亚,0,1676,1358,83
155,2020-12-13,列支敦士登公国,16,1482,1296,20
156,2020-12-13,越南,4,1395,1238,35
157,2020-12-13,蒙古,1,906,384,0
158,2020-12-13,布隆迪,5,728,640,1
159,2020-12-13,巴布亚新几内亚,36,720,601,8
161,2020-12-13,厄立特里亚,55,711,564,0
162,2020-12-13,摩纳哥,9,668,596,3
163,2020-12-13,科摩罗,11,628,606,7
164,2020-12-13,毛里求斯,0,515,478,10
165,2020-12-13,坦桑尼亚,0,509,183,21
166,2020-12-13,不丹,2,436,396,0
167,2020-12-13,柬埔寨,2,359,307,0
168,2020-12-13,巴巴多斯,1,292,269,7
169,2020-12-13,圣卢西亚,4,274,197,4
170,2020-12-13,塞舌尔,0,187,182,0
171,2020-12-13,文莱,0,152,147,3
172,2020-12-13,安提瓜和巴布达,1,148,138,4
173,2020-12-13,圣文森特和格林纳丁斯,0,94,81,0
174,2020-12-13,多米尼克,2,87,76,0
175,2020-12-13,斐济,0,44,35,2
176,2020-12-13,格林纳达,0,43,41,0
177,2020-12-13,老挝,0,41,33,0
