,date,country,new_confirm,total_confirm,heal,dead
45,2020-12-15,日本,1679,182278,150791,2528
46,2020-12-15,保加利亚,2095,181544,85578,5838
47,2020-12-15,阿塞拜疆,3112,178986,114841,1966
48,2020-12-15,克罗地亚,1472,177358,151884,2705
49,2020-12-15,白俄罗斯,1853,162148,139785,1273
50,2020-12-15,多米尼加,492,155184,121007,2364
51,2020-12-15,哥斯达黎加,2222,153169,118511,1936
52,2020-12-15,亚美尼亚,357,148682,125966,2503
53,2020-12-15,黎巴嫩,1093,147613,103057,1210
54,2020-12-15,玻利维亚,120,147150,126221,9018
55,2020-12-15,科威特,231,146449,142357,912
56,2020-12-15,卡塔尔,160,141121,138719,241
57,2020-12-15,斯洛伐克,505,133489,98585,1205
58,2020-12-15,危地马拉,123,129405,118217,4445
59,2020-12-15,摩尔多瓦,735,127253,110179,2598
60,2020-12-15,阿曼,264,126504,118287,1472
61,2020-12-15,希腊,639,125173,23074,3687
62,2020-12-15,埃及,511,122086,105132,6943
63,2020-12-15,埃塞俄比亚,473,117242,95225,1809
64,2020-12-15,洪都拉斯,316,114359,51478,2975
65,2020-12-15,丹麦,3337,113642,81088,950
66,2020-12-15,突尼斯,968,111361,84741,3894
67,2020-12-15,巴勒斯坦,1364,111102,87057,1000
68,2020-12-15,缅甸,1170,109512,88131,2292
69,2020-12-15,委内瑞拉,609,107786,102289,954
70,2020-12-15,波黑,344,101461,66486,3391
71,2020-12-15,斯洛文尼亚,431,96745,73760,2107
72,2020-12-15,立陶宛,1920,95021,38957,825
73,2020-12-15,巴拉圭,641,94223,67242,1971
74,2020-12-15,阿尔及利亚,495,92597,60888,2609
75,2020-12-15,肯尼亚,163,92055,73452,1593
76,2020-12-15,利比亚,578,91357,61453,1314
77,2020-12-15,巴林,125,89268,87332,348
78,2020-12-15,马来西亚,1371,84846,70597,419
79,2020-12-15,吉尔吉斯斯坦,318,77674,70450,1312
80,2020-12-15,爱尔兰,264,76449,23364,2126
81,2020-12-15,乌兹别克斯坦,138,75094,72368,612
82,2020-12-15,北马其顿,213,73851,50046,2147
83,2020-12-15,尼日利亚,199,73374,66314,1197
84,2020-12-15,新加坡,5,58325,58210,29
85,2020-12-15,加纳,81,53014,51761,327
86,2020-12-15,阿尔巴尼亚,661,49191,24820,1016
87,2020-12-15,阿富汗,191,48718,38252,1969
88,2020-12-15,韩国,718,43484,32102,587
89,2020-12-15,卢森堡,1145,41900,33367,410
90,2020-12-15,萨尔瓦多,486,41880,38087,1205
91,2020-12-15,黑山,377,41803,31138,585
92,2020-12-15,挪威,331,41334,17998,393
93,2020-12-15,斯里兰卡,332,33478,24309,154
94,2020-12-15,芬兰,300,31110,20000,461
95,2020-12-15,澳大利亚,6,28045,25686,908
96,2020-12-15,乌干达,234,27766,9921,224
97,2020-12-15,拉脱维亚,210,25885,16869,352
98,2020-12-15,喀麦隆,71,25214,23851,443
99,2020-12-15,科特迪瓦,25,21705,21318,133
100,2020-12-15,苏丹,205,21591,12452,1355
101,2020-12-15,爱沙尼亚,330,18385,11121,154
102,2020-12-15,赞比亚,48,18322,17409,367
103,2020-12-15,马达加斯加,0,17587,16992,259
104,2020-12-15,塞内加尔,71,17146,16159,350
105,2020-12-15,莫桑比克,48,17002,15006,143
106,2020-12-15,纳米比亚,457,16726,14837,163
107,2020-12-15,安哥拉,89,16277,8924,372
108,2020-12-15,塞浦路斯,349,15450,2057,82
109,2020-12-15,刚果（金）,51,14512,12653,356
110,2020-12-15,几内亚,26,13457,12713,80
111,2020-12-15,马尔代夫,11,13379,12731,48
112,2020-12-15,博茨瓦纳,372,12873,10456,38
113,2020-12-15,塔吉克斯坦,37,12741,12172,88
114,2020-12-15,牙买加,82,11792,8098,273
115,2020-12-15,佛得角,4,11361,11036,110
116,2020-12-15,津巴布韦,112,11358,9554,309
117,2020-12-15,马耳他,101,11254,9319,174
118,2020-12-15,毛里塔尼亚,164,11135,8118,228
119,2020-12-15,乌拉圭,321,10029,6593,95
120,2020-12-15,海地,97,9588,8280,234
121,2020-12-15,古巴,69,9492,8484,137
122,2020-12-15,伯利兹,82,9377,4414,197
123,2020-12-15,加蓬,21,9351,9204,63
124,2020-12-15,叙利亚,136,9302,4432,530
125,2020-12-15,巴哈马,15,7674,6070,163
126,2020-12-15,安道尔,44,7382,6706,79
127,2020-12-15,特立尼达和多巴哥,6,6885,6180,123
128,2020-12-15,斯威士兰,57,6825,6416,130
129,2020-12-15,卢旺达,88,6747,5996,56
130,2020-12-15,刚果（布）,151,6200,4988,100
131,2020-12-15,马拉维,4,6070,5491,187
132,2020-12-15,圭亚那,23,5943,5077,156
133,2020-12-15,尼加拉瓜,0,5887,4225,162
134,2020-12-15,马里,22,5836,3630,201
135,2020-12-15,吉布提,5,5733,5622,61
136,2020-12-15,冰岛,7,5564,5392,28
137,2020-12-15,苏里南,6,5359,5227,117
138,2020-12-15,赤道几内亚,0,5185,5058,85
139,2020-12-15,中非共和国,0,4936,1924,63
140,2020-12-15,索马里,0,4579,3529,121
141,2020-12-15,泰国,28,4237,3940,60
142,2020-12-15,布基纳法索,179,4209,2940,71
143,2020-12-15,冈比亚,3,3782,3647,123
144,2020-12-15,多哥,15,3266,2789,66
145,2020-12-15,贝宁,0,3090,2972,44
146,2020-12-15,塞拉利昂,5,2445,1851,75
147,2020-12-15,几内亚比绍,0,2444,2337,44
148,2020-12-15,莱索托,27,2277,1340,44
149,2020-12-15,尼日尔,59,2258,1294,82
150,2020-12-15,新西兰,0,2096,2015,25
151,2020-12-15,也门,1,2084,1384,606
152,2020-12-15,圣马力诺,0,1932,1608,51
153,2020-12-15,乍得,1,1771,1608,102
154,2020-12-15,利比里亚,0,1676,1358,83
155,2020-12-15,列支敦士登公国,52,1566,1351,20
156,2020-12-15,越南,5,1402,1246,35
157,2020-12-15,蒙古,5,912,384,0
158,2020-12-15,布隆迪,1,729,640,1
159,2020-12-15,巴布亚新几内亚,5,725,601,8
161,2020-12-15,厄立特里亚,0,711,564,0
162,2020-12-15,摩纳哥,3,671,605,3
163,2020-12-15,科摩罗,0,628,606,7
164,2020-12-15,毛里求斯,8,523,489,10
165,2020-12-15,坦桑尼亚,0,509,183,21
166,2020-12-15,不丹,1,438,403,0
167,2020-12-15,柬埔寨,0,359,309,0
168,2020-12-15,巴巴多斯,4,296,272,7
169,2020-12-15,圣卢西亚,1,275,240,4
170,2020-12-15,塞舌尔,0,187,182,0
171,2020-12-15,文莱,0,152,147,3
172,2020-12-15,安提瓜和巴布达,0,148,138,5
173,2020-12-15,圣文森特和格林纳丁斯,4,98,81,0
174,2020-12-15,多米尼克,1,88,83,0
175,2020-12-15,格林纳达,26,69,41,0
176,2020-12-15,斐济,2,46,38,2
177,2020-12-15,老挝,0,41,34,0
178,2020-12-15,马提尼克岛,5,37,0,1
179,2020-12-15,东帝汶,0,31,30,0
180,2020-12-15,圣基茨和尼维斯,1,28,23,0
181,2020-12-15,梵蒂冈,0,27,15,0
182,2020-12-15,所罗门群岛,0,17,5,0
183,2020-12-15,马绍尔群岛,0,4,4,0
184,2020-12-15,瓦努阿图,0,1,1,0
185,2020-12-15,中国,103,95167,88730,4761
