,date,country,new_confirm,total_confirm,heal,dead
51,2020-12-07,玻利维亚,167,145492,124596,8992
52,2020-12-07,科威特,452,144369,140035,891
53,2020-12-07,哥斯达黎加,0,143685,95789,1773
54,2020-12-07,亚美尼亚,978,141937,116796,2326
55,2020-12-07,卡塔尔,125,139908,137276,239
56,2020-12-07,黎巴嫩,1236,137112,90229,1099
57,2020-12-07,危地马拉,198,125550,114315,4250
58,2020-12-07,阿曼,557,124886,116354,1444
59,2020-12-07,埃及,418,118432,103501,6771
60,2020-12-07,斯洛伐克,1269,116731,82666,996
61,2020-12-07,摩尔多瓦,808,116365,101244,2419
62,2020-12-07,希腊,903,115471,23074,3003
63,2020-12-07,埃塞俄比亚,555,113295,80831,1747
64,2020-12-07,洪都拉斯,763,110723,49311,2945
65,2020-12-07,委内瑞拉,300,104177,98879,916
66,2020-12-07,突尼斯,1011,104002,76441,3561
67,2020-12-07,缅甸,1108,99155,77636,2110
68,2020-12-07,巴勒斯坦,1940,98038,72773,828
69,2020-12-07,波黑,739,94507,58625,2952
70,2020-12-07,丹麦,1750,91131,71395,885
71,2020-12-07,肯尼亚,396,88380,68929,1526
72,2020-12-07,阿尔及利亚,750,88252,57146,2516
73,2020-12-07,巴林,198,87930,86030,341
74,2020-12-07,巴拉圭,707,87920,61948,1853
75,2020-12-07,利比亚,1051,86580,56702,1231
76,2020-12-07,斯洛文尼亚,1030,85805,63580,1744
77,2020-12-07,吉尔吉斯斯坦,199,74973,66993,1295
78,2020-12-07,立陶宛,2219,74649,30390,626
79,2020-12-07,爱尔兰,298,74246,23364,2099
80,2020-12-07,乌兹别克斯坦,153,73904,71173,611
81,2020-12-07,马来西亚,1335,72694,61273,382
82,2020-12-07,尼日利亚,318,69255,64774,1180
83,2020-12-07,北马其顿,657,67968,43646,1924
84,2020-12-07,新加坡,5,58260,58160,29
85,2020-12-07,加纳,102,52198,51019,325
86,2020-12-07,阿富汗,234,47306,37685,1874
87,2020-12-07,阿尔巴尼亚,840,42988,21617,905
88,2020-12-07,萨尔瓦多,413,40131,36525,1159
89,2020-12-07,挪威,123,38323,17998,354
90,2020-12-07,黑山,367,38246,26999,533
91,2020-12-07,韩国,631,37546,29128,545
92,2020-12-07,卢森堡,0,37017,28029,345
93,2020-12-07,澳大利亚,7,27972,25642,908
94,2020-12-07,斯里兰卡,287,27877,20460,140
95,2020-12-07,芬兰,413,27631,18100,415
96,2020-12-07,喀麦隆,0,24752,23344,443
97,2020-12-07,乌干达,311,22499,9175,206
98,2020-12-07,科特迪瓦,44,21485,21109,132
99,2020-12-07,拉脱维亚,526,21313,1866,262
100,2020-12-07,苏丹,272,19468,11021,1295
101,2020-12-07,赞比亚,59,17916,17173,364
102,2020-12-07,马达加斯加,0,17513,16927,255
103,2020-12-07,塞内加尔,80,16477,15776,338
104,2020-12-07,莫桑比克,111,16244,14416,133
105,2020-12-07,安哥拉,55,15591,8338,354
106,2020-12-07,纳米比亚,128,15078,13939,152
107,2020-12-07,爱沙尼亚,478,14978,8959,131
108,2020-12-07,刚果（金）,114,13527,11947,344
109,2020-12-07,几内亚,47,13233,12355,76
110,2020-12-07,马尔代夫,39,13198,12321,47
111,2020-12-07,塞浦路斯,270,12451,2057,61
112,2020-12-07,塔吉克斯坦,39,12428,11833,87
113,2020-12-07,博茨瓦纳,0,11531,8978,34
114,2020-12-07,牙买加,57,11120,6998,265
115,2020-12-07,佛得角,27,11063,10596,109
116,2020-12-07,津巴布韦,101,10718,8880,291
117,2020-12-07,马耳他,97,10520,8396,151
118,2020-12-07,毛里塔尼亚,157,9516,7849,188
119,2020-12-07,海地,23,9370,8146,233
120,2020-12-07,加蓬,0,9254,9106,60
121,2020-12-07,古巴,68,8782,7963,136
122,2020-12-07,叙利亚,83,8403,3943,447
123,2020-12-07,伯利兹,168,7769,3849,173
124,2020-12-07,巴哈马,5,7570,5995,163
125,2020-12-07,乌拉圭,338,7303,5062,82
126,2020-12-07,安道尔,45,7050,6238,78
127,2020-12-07,特立尼达和多巴哥,16,6767,5937,122
128,2020-12-07,斯威士兰,6,6501,6090,122
129,2020-12-07,卢旺达,45,6129,5696,51
130,2020-12-07,马拉维,2,6051,5476,185
131,2020-12-07,尼加拉瓜,0,5838,4225,161
132,2020-12-07,刚果（布）,0,5774,4988,94
133,2020-12-07,吉布提,11,5701,5593,61
134,2020-12-07,圭亚那,28,5665,4759,153
135,2020-12-07,冰岛,6,5482,5269,27
136,2020-12-07,苏里南,2,5324,5210,117
137,2020-12-07,赤道几内亚,0,5159,5023,85
138,2020-12-07,马里,73,5135,3369,164
139,2020-12-07,中非共和国,4,4922,1924,63
140,2020-12-07,索马里,0,4525,3480,121
141,2020-12-07,泰国,14,4086,3853,60
142,2020-12-07,冈比亚,2,3770,3615,123
143,2020-12-07,布基纳法索,56,3212,2711,68
144,2020-12-07,多哥,10,3095,2653,65
145,2020-12-07,贝宁,0,3055,2907,44
146,2020-12-07,几内亚比绍,0,2441,2327,44
147,2020-12-07,塞拉利昂,6,2426,1846,74
148,2020-12-07,也门,70,2337,1549,639
149,2020-12-07,莱索托,0,2150,1278,44
150,2020-12-07,新西兰,0,2078,1997,25
151,2020-12-07,尼日尔,67,1856,1237,77
152,2020-12-07,圣马力诺,0,1789,1412,48
153,2020-12-07,乍得,3,1725,1564,102
154,2020-12-07,利比里亚,0,1676,1358,83
155,2020-12-07,列支敦士登公国,18,1396,1183,17
156,2020-12-07,越南,1,1366,1220,35
157,2020-12-07,蒙古,7,849,384,0
159,2020-12-07,布隆迪,2,694,575,1
160,2020-12-07,巴布亚新几内亚,0,671,597,7
161,2020-12-07,摩纳哥,1,638,574,3
162,2020-12-07,厄立特里亚,0,632,508,0
163,2020-12-07,科摩罗,0,616,600,7
164,2020-12-07,坦桑尼亚,0,509,183,21
165,2020-12-07,毛里求斯,0,508,465,10
166,2020-12-07,不丹,2,426,387,0
167,2020-12-07,柬埔寨,1,346,306,0
168,2020-12-07,巴巴多斯,1,285,260,7
169,2020-12-07,圣卢西亚,3,265,158,2
170,2020-12-07,塞舌尔,0,184,168,0
171,2020-12-07,文莱,0,151,147,3
172,2020-12-07,安提瓜和巴布达,0,144,133,4
173,2020-12-07,圣文森特和格林纳丁斯,0,87,80,0
174,2020-12-07,多米尼克,0,85,72,0
175,2020-12-07,斐济,0,44,33,2
176,2020-12-07,格林纳达,0,41,39,0
177,2020-12-07,老挝,0,39,26,0
178,2020-12-07,马提尼克岛,5,37,0,1
179,2020-12-07,东帝汶,0,31,30,0
180,2020-12-07,梵蒂冈,0,27,15,0
181,2020-12-07,圣基茨和尼维斯,3,25,20,0
182,2020-12-07,所罗门群岛,0,17,5,0
183,2020-12-07,马绍尔群岛,0,4,4,0
184,2020-12-07,瓦努阿图,0,1,1,0
185,2020-12-07,中国,133,94293,87906,4753
