,date,country,new_confirm,total_confirm,heal,dead
39,2020-12-17,尼泊尔,736,250916,238569,1743
40,2020-12-17,厄瓜多尔,1105,203461,177951,13915
41,2020-12-17,巴拿马,2960,199947,166600,3439
42,2020-12-17,格鲁吉亚,3487,198387,167281,1922
43,2020-12-17,阿联酋,1278,188545,165749,626
44,2020-12-17,哈萨克斯坦,930,187890,159985,2613
45,2020-12-17,日本,2993,187704,155391,2623
46,2020-12-17,阿塞拜疆,4077,187336,122859,2050
47,2020-12-17,保加利亚,1959,186246,90510,6196
48,2020-12-17,克罗地亚,3327,183045,157773,2870
49,2020-12-17,白俄罗斯,1838,165897,143373,1291
50,2020-12-17,多米尼加,1401,156585,121988,2372
51,2020-12-17,哥斯达黎加,1167,155263,122947,1967
52,2020-12-17,黎巴嫩,2056,150933,104207,1234
53,2020-12-17,亚美尼亚,1098,150218,128694,2556
54,2020-12-17,玻利维亚,371,147716,126720,9026
55,2020-12-17,科威特,261,146971,142909,913
56,2020-12-17,卡塔尔,145,141417,139042,242
57,2020-12-17,斯洛伐克,3565,139088,101584,1309
58,2020-12-17,危地马拉,746,130828,119288,4510
59,2020-12-17,摩尔多瓦,1673,130329,112677,2650
60,2020-12-17,希腊,1185,127557,23074,3870
61,2020-12-17,阿曼,116,126835,118736,1480
62,2020-12-17,埃及,544,123153,105719,6990
63,2020-12-17,丹麦,2,120330,84331,975
64,2020-12-17,埃塞俄比亚,464,118006,97969,1818
65,2020-12-17,巴勒斯坦,2197,115606,90952,1048
66,2020-12-17,洪都拉斯,301,114943,52392,3001
67,2020-12-17,突尼斯,1306,114547,87884,3997
68,2020-12-17,缅甸,1233,111900,90453,2346
69,2020-12-17,委内瑞拉,355,108480,103271,965
70,2020-12-17,波黑,902,103232,68245,3511
71,2020-12-17,斯洛文尼亚,12,100401,77453,2190
72,2020-12-17,立陶宛,3417,99869,43379,907
73,2020-12-17,巴拉圭,856,96209,68658,2014
74,2020-12-17,阿尔及利亚,442,93507,61700,2631
75,2020-12-17,肯尼亚,394,92853,74403,1614
76,2020-12-17,利比亚,560,92577,62720,1324
77,2020-12-17,巴林,156,89600,87690,349
78,2020-12-17,马来西亚,1295,87913,72733,429
79,2020-12-17,吉尔吉斯斯坦,241,78151,71270,1317
80,2020-12-17,爱尔兰,421,77197,23364,2140
81,2020-12-17,北马其顿,865,75597,51493,2194
82,2020-12-17,乌兹别克斯坦,155,75396,72661,612
83,2020-12-17,尼日利亚,930,75062,66775,1200
84,2020-12-17,新加坡,12,58353,58238,29
85,2020-12-17,加纳,116,53386,52048,327
86,2020-12-17,阿尔巴尼亚,637,50637,26381,1040
87,2020-12-17,阿富汗,209,49161,38475,2011
88,2020-12-17,韩国,1078,45442,32947,612
89,2020-12-17,卢森堡,595,42845,33920,421
90,2020-12-17,黑山,415,42563,32550,610
91,2020-12-17,萨尔瓦多,265,42397,38481,1219
92,2020-12-17,挪威,458,42077,17998,402
93,2020-12-17,斯里兰卡,290,34737,25652,160
94,2020-12-17,芬兰,411,31870,22500,472
95,2020-12-17,乌干达,967,28733,10070,225
96,2020-12-17,澳大利亚,12,28071,25696,908
97,2020-12-17,拉脱维亚,1023,27495,18153,382
98,2020-12-17,喀麦隆,113,25472,23851,445
99,2020-12-17,苏丹,218,22082,12753,1384
100,2020-12-17,科特迪瓦,70,21741,21364,133
101,2020-12-17,爱沙尼亚,589,19271,12117,160
102,2020-12-17,赞比亚,28,18456,17635,369
103,2020-12-17,马达加斯加,0,17587,16992,259
104,2020-12-17,塞内加尔,120,17336,16349,352
105,2020-12-17,纳米比亚,550,17276,15196,164
106,2020-12-17,莫桑比克,101,17143,15241,145
107,2020-12-17,安哥拉,45,16407,9194,379
108,2020-12-17,塞浦路斯,401,16190,2057,85
109,2020-12-17,刚果（金）,333,14930,12859,364
110,2020-12-17,几内亚,17,13474,12727,80
111,2020-12-17,马尔代夫,10,13402,12786,48
112,2020-12-17,博茨瓦纳,0,12873,10456,38
113,2020-12-17,塔吉克斯坦,38,12815,12253,89
114,2020-12-17,牙买加,32,11907,8371,276
115,2020-12-17,津巴布韦,227,11749,9702,313
116,2020-12-17,毛里塔尼亚,198,11629,8281,244
117,2020-12-17,佛得角,63,11458,11106,110
118,2020-12-17,马耳他,112,11415,9516,180
119,2020-12-17,乌拉圭,475,10893,7142,102
120,2020-12-17,伯利兹,161,9672,4628,212
121,2020-12-17,古巴,83,9671,8658,137
122,2020-12-17,叙利亚,151,9603,4548,554
123,2020-12-17,海地,9,9597,8280,234
124,2020-12-17,加蓬,22,9373,9223,63
125,2020-12-17,巴哈马,16,7714,6087,164
126,2020-12-17,安道尔,64,7446,6819,79
127,2020-12-17,斯威士兰,114,7026,6531,135
128,2020-12-17,卢旺达,122,6954,6057,57
129,2020-12-17,特立尼达和多巴哥,17,6917,6230,123
130,2020-12-17,刚果（布）,0,6200,4988,100
131,2020-12-17,马拉维,11,6091,5661,187
132,2020-12-17,圭亚那,43,6016,5185,158
133,2020-12-17,马里,91,5969,3702,209
134,2020-12-17,尼加拉瓜,51,5938,4225,163
135,2020-12-17,吉布提,10,5759,5628,61
136,2020-12-17,冰岛,7,5578,5421,28
137,2020-12-17,苏里南,20,5401,5239,117
138,2020-12-17,赤道几内亚,0,5195,5061,85
139,2020-12-17,中非共和国,0,4936,1924,63
140,2020-12-17,索马里,0,4579,3529,121
141,2020-12-17,布基纳法索,149,4449,3088,73
142,2020-12-17,泰国,15,4261,3977,60
143,2020-12-17,冈比亚,1,3786,3653,123
144,2020-12-17,多哥,20,3315,2852,66
145,2020-12-17,贝宁,62,3152,2972,44
146,2020-12-17,塞拉利昂,9,2460,1854,75
147,2020-12-17,几内亚比绍,3,2447,2378,44
148,2020-12-17,莱索托,58,2365,1423,46
149,2020-12-17,尼日尔,39,2361,1329,82
150,2020-12-17,新西兰,4,2100,2032,25
151,2020-12-17,也门,1,2085,1384,606
152,2020-12-17,圣马力诺,43,2025,1694,54
153,2020-12-17,乍得,16,1800,1620,102
154,2020-12-17,利比里亚,97,1773,1406,83
155,2020-12-17,列支敦士登公国,21,1600,1377,21
156,2020-12-17,越南,0,1405,1252,35
157,2020-12-17,蒙古,1,918,384,0
158,2020-12-17,布隆迪,6,741,640,1
159,2020-12-17,巴布亚新几内亚,4,729,601,8
161,2020-12-17,厄立特里亚,0,711,564,0
162,2020-12-17,摩纳哥,7,685,611,3
163,2020-12-17,科摩罗,5,633,606,7
164,2020-12-17,毛里求斯,0,524,489,10
165,2020-12-17,坦桑尼亚,0,509,183,21
166,2020-12-17,不丹,1,439,408,0
167,2020-12-17,柬埔寨,0,362,319,0
168,2020-12-17,巴巴多斯,4,301,274,7
169,2020-12-17,圣卢西亚,0,278,246,4
170,2020-12-17,塞舌尔,15,202,184,0
171,2020-12-17,文莱,0,152,148,3
172,2020-12-17,安提瓜和巴布达,0,148,138,5
173,2020-12-17,圣文森特和格林纳丁斯,2,100,82,0
174,2020-12-17,多米尼克,0,88,83,0
175,2020-12-17,格林纳达,16,85,41,0
176,2020-12-17,斐济,0,46,38,2
177,2020-12-17,老挝,0,41,36,0
178,2020-12-17,马提尼克岛,5,37,0,1
179,2020-12-17,东帝汶,0,31,30,0
180,2020-12-17,圣基茨和尼维斯,0,28,23,0
181,2020-12-17,梵蒂冈,0,27,15,0
182,2020-12-17,所罗门群岛,0,17,5,0
183,2020-12-17,马绍尔群岛,0,4,4,0
184,2020-12-17,瓦努阿图,0,1,1,0
185,2020-12-17,中国,96,95375,88939,4764
