,date,country,new_confirm,total_confirm,heal,dead
48,2020-12-18,克罗地亚,3918,186963,161563,2955
49,2020-12-18,白俄罗斯,1834,167731,145397,1299
50,2020-12-18,多米尼加,720,157305,122205,2375
51,2020-12-18,哥斯达黎加,1125,156388,124907,1980
52,2020-12-18,黎巴嫩,2116,153049,106712,1248
53,2020-12-18,亚美尼亚,1174,151392,129990,2581
54,2020-12-18,玻利维亚,498,148214,126950,9029
55,2020-12-18,科威特,221,147192,143113,913
56,2020-12-18,斯洛伐克,3045,142133,102737,1378
57,2020-12-18,卡塔尔,140,141557,139243,242
58,2020-12-18,摩尔多瓦,3263,131919,114230,2674
59,2020-12-18,危地马拉,607,131435,119748,4551
60,2020-12-18,希腊,1153,128710,23074,3948
61,2020-12-18,阿曼,184,127019,119009,1483
62,2020-12-18,丹麦,4038,124366,86192,992
63,2020-12-18,埃及,548,123701,105919,7015
64,2020-12-18,埃塞俄比亚,475,118481,99751,1831
65,2020-12-18,巴勒斯坦,2149,117755,92979,1078
66,2020-12-18,突尼斯,1419,115966,87884,4032
67,2020-12-18,洪都拉斯,374,115317,52945,3013
68,2020-12-18,缅甸,2415,113082,91537,2377
69,2020-12-18,委内瑞拉,237,108717,103492,970
70,2020-12-18,波黑,855,104087,69495,3549
71,2020-12-18,立陶宛,3159,103028,45113,933
72,2020-12-18,斯洛文尼亚,1654,102043,79193,2233
73,2020-12-18,巴拉圭,819,97028,69351,2032
74,2020-12-18,阿尔及利亚,426,93933,62089,2640
75,2020-12-18,肯尼亚,552,93405,74999,1618
76,2020-12-18,利比亚,706,93283,63231,1337
77,2020-12-18,巴林,143,89743,87846,349
78,2020-12-18,马来西亚,1220,89133,74030,432
79,2020-12-18,吉尔吉斯斯坦,264,78415,71656,1321
80,2020-12-18,爱尔兰,481,77678,23364,2143
81,2020-12-18,北马其顿,654,76251,52413,2225
82,2020-12-18,尼日利亚,1145,76207,67110,1201
83,2020-12-18,乌兹别克斯坦,142,75538,72810,612
84,2020-12-18,新加坡,24,58377,58252,29
85,2020-12-18,加纳,167,53553,52266,331
86,2020-12-18,阿尔巴尼亚,787,51424,26898,1055
87,2020-12-18,阿富汗,217,49378,38505,2025
88,2020-12-18,韩国,1011,46453,33610,634
89,2020-12-18,卢森堡,434,43279,34609,428
90,2020-12-18,黑山,432,42995,33049,614
91,2020-12-18,挪威,257,42776,17998,404
92,2020-12-18,萨尔瓦多,0,42397,38481,1227
93,2020-12-18,斯里兰卡,338,35387,26353,160
94,2020-12-18,芬兰,358,32228,22500,484
95,2020-12-18,乌干达,628,29361,10172,228
96,2020-12-18,拉脱维亚,1040,28535,19072,394
97,2020-12-18,澳大利亚,20,28092,25699,908
98,2020-12-18,喀麦隆,113,25472,23851,445
99,2020-12-18,苏丹,401,22265,12873,1408
100,2020-12-18,科特迪瓦,31,21772,21401,133
101,2020-12-18,爱沙尼亚,733,20004,12533,164
102,2020-12-18,赞比亚,76,18504,17680,369
103,2020-12-18,纳米比亚,331,17607,15373,164
104,2020-12-18,马达加斯加,0,17587,16992,259
105,2020-12-18,塞内加尔,115,17451,16384,355
106,2020-12-18,莫桑比克,113,17256,15257,145
107,2020-12-18,安哥拉,77,16484,9266,382
108,2020-12-18,塞浦路斯,401,16190,2057,85
109,2020-12-18,刚果（金）,492,15089,13010,366
110,2020-12-18,几内亚,11,13485,12773,80
111,2020-12-18,马尔代夫,16,13418,12828,48
112,2020-12-18,博茨瓦纳,141,13014,10535,38
113,2020-12-18,塔吉克斯坦,37,12852,12295,89
114,2020-12-18,牙买加,61,11968,8525,279
115,2020-12-18,津巴布韦,117,11866,9836,314
116,2020-12-18,毛里塔尼亚,176,11805,8372,254
117,2020-12-18,佛得角,44,11502,11137,110
118,2020-12-18,马耳他,60,11475,9670,182
119,2020-12-18,乌拉圭,543,11436,7406,105
120,2020-12-18,伯利兹,119,9791,4779,213
121,2020-12-18,古巴,100,9771,8770,137
122,2020-12-18,叙利亚,156,9759,4616,571
123,2020-12-18,海地,30,9627,8310,234
124,2020-12-18,加蓬,22,9373,9223,63
125,2020-12-18,巴哈马,11,7725,6098,164
126,2020-12-18,安道尔,20,7466,6875,79
127,2020-12-18,斯威士兰,67,7093,6579,135
128,2020-12-18,卢旺达,78,7032,6089,57
129,2020-12-18,特立尼达和多巴哥,23,6940,6385,123
130,2020-12-18,刚果（布）,0,6200,4988,100
131,2020-12-18,马拉维,47,6138,5661,187
132,2020-12-18,马里,80,6049,3718,211
133,2020-12-18,圭亚那,26,6042,5197,158
134,2020-12-18,尼加拉瓜,51,5938,4225,163
135,2020-12-18,吉布提,11,5770,5635,61
136,2020-12-18,冰岛,10,5588,5423,28
137,2020-12-18,苏里南,27,5428,5240,117
138,2020-12-18,赤道几内亚,19,5214,5064,85
139,2020-12-18,中非共和国,0,4936,1924,63
140,2020-12-18,索马里,83,4662,3566,124
141,2020-12-18,布基纳法索,162,4611,3311,73
142,2020-12-18,泰国,20,4281,3989,60
143,2020-12-18,冈比亚,1,3786,3654,123
144,2020-12-18,多哥,15,3330,2890,66
145,2020-12-18,贝宁,62,3152,2972,44
146,2020-12-18,塞拉利昂,4,2464,1854,75
147,2020-12-18,几内亚比绍,0,2447,2378,44
148,2020-12-18,尼日尔,56,2417,1348,83
149,2020-12-18,莱索托,93,2400,1435,46
150,2020-12-18,新西兰,0,2100,2032,25
151,2020-12-18,也门,2,2087,1384,606
152,2020-12-18,圣马力诺,67,2049,1703,54
153,2020-12-18,乍得,18,1818,1626,102
154,2020-12-18,利比里亚,6,1779,1406,83
155,2020-12-18,列支敦士登公国,35,1635,1395,21
156,2020-12-18,越南,2,1407,1263,35
157,2020-12-18,蒙古,5,923,384,0
158,2020-12-18,巴布亚新几内亚,31,760,601,8
159,2020-12-18,布隆迪,10,751,640,1
160,2020-12-18,厄立特里亚,30,741,572,0
162,2020-12-18,摩纳哥,15,700,611,3
163,2020-12-18,科摩罗,10,643,610,7
164,2020-12-18,毛里求斯,0,524,489,10
165,2020-12-18,坦桑尼亚,0,509,183,21
166,2020-12-18,不丹,1,440,409,0
167,2020-12-18,柬埔寨,0,362,324,0
168,2020-12-18,巴巴多斯,4,305,278,7
169,2020-12-18,圣卢西亚,1,279,246,5
170,2020-12-18,塞舌尔,0,202,184,0
171,2020-12-18,文莱,0,152,148,3
172,2020-12-18,安提瓜和巴布达,3,151,141,5
173,2020-12-18,圣文森特和格林纳丁斯,2,100,82,0
174,2020-12-18,多米尼克,0,88,83,0
175,2020-12-18,格林纳达,0,85,41,0
176,2020-12-18,斐济,0,46,38,2
177,2020-12-18,老挝,0,41,36,0
178,2020-12-18,马提尼克岛,5,37,0,1
179,2020-12-18,东帝汶,0,31,30,0
180,2020-12-18,圣基茨和尼维斯,0,28,24,0
181,2020-12-18,梵蒂冈,0,27,15,0
182,2020-12-18,所罗门群岛,0,17,5,0
183,2020-12-18,马绍尔群岛,0,4,4,0
184,2020-12-18,瓦努阿图,0,1,1,0
185,2020-12-18,中国,116,95491,89047,4766
