,date,country,new_confirm,total_confirm,heal,dead
102,2020-12-11,马达加斯加,0,17473,16927,255
103,2020-12-11,塞内加尔,101,16766,15950,343
104,2020-12-11,爱沙尼亚,544,16598,9945,141
105,2020-12-11,莫桑比克,81,16521,14715,139
106,2020-12-11,安哥拉,121,15925,8679,362
107,2020-12-11,纳米比亚,475,15773,14218,158
108,2020-12-11,刚果（金）,1,13997,12208,350
109,2020-12-11,塞浦路斯,363,13649,2057,70
110,2020-12-11,几内亚,43,13368,12598,79
111,2020-12-11,马尔代夫,34,13308,12621,47
112,2020-12-11,塔吉克斯坦,37,12588,12009,88
113,2020-12-11,博茨瓦纳,443,12501,9940,37
114,2020-12-11,牙买加,74,11443,7522,270
115,2020-12-11,佛得角,11,11203,10836,109
116,2020-12-11,津巴布韦,74,11081,9253,305
117,2020-12-11,马耳他,106,10884,8848,164
118,2020-12-11,毛里塔尼亚,163,10268,7957,210
119,2020-12-11,海地,35,9434,8170,233
120,2020-12-11,加蓬,22,9300,9155,62
121,2020-12-11,古巴,75,9181,8212,136
122,2020-12-11,伯利兹,286,8805,4141,183
123,2020-12-11,叙利亚,112,8787,4174,476
124,2020-12-11,乌拉圭,383,8487,5747,90
125,2020-12-11,巴哈马,6,7585,6032,163
126,2020-12-11,安道尔,28,7190,6505,78
127,2020-12-11,特立尼达和多巴哥,25,6833,6060,122
128,2020-12-11,斯威士兰,21,6633,6221,126
129,2020-12-11,卢旺达,71,6349,5789,53
130,2020-12-11,马拉维,0,6051,5487,186
131,2020-12-11,刚果（布）,275,6049,4988,99
132,2020-12-11,尼加拉瓜,0,5887,4225,162
133,2020-12-11,圭亚那,79,5811,4925,154
134,2020-12-11,吉布提,0,5717,5605,61
135,2020-12-11,马里,107,5576,3502,184
136,2020-12-11,冰岛,8,5524,5313,28
137,2020-12-11,苏里南,4,5337,5218,117
138,2020-12-11,赤道几内亚,17,5183,5048,85
139,2020-12-11,中非共和国,0,4927,1924,63
140,2020-12-11,索马里,0,4579,3529,121
141,2020-12-11,泰国,18,4169,3888,60
142,2020-12-11,冈比亚,1,3777,3645,123
143,2020-12-11,布基纳法索,110,3579,2792,69
144,2020-12-11,多哥,31,3182,2714,66
145,2020-12-11,贝宁,0,3090,2972,44
146,2020-12-11,几内亚比绍,0,2444,2337,44
147,2020-12-11,塞拉利昂,1,2435,1847,74
148,2020-12-11,莱索托,14,2178,1283,44
149,2020-12-11,尼日尔,48,2126,1249,80
150,2020-12-11,新西兰,0,2088,2008,25
151,2020-12-11,也门,2,2081,1383,606
152,2020-12-11,圣马力诺,34,1868,1524,49
153,2020-12-11,乍得,7,1739,1587,102
154,2020-12-11,利比里亚,0,1676,1358,83
155,2020-12-11,列支敦士登公国,9,1441,1282,19
156,2020-12-11,越南,4,1385,1225,35
157,2020-12-11,蒙古,5,898,384,0
158,2020-12-11,布隆迪,4,720,630,1
160,2020-12-11,巴布亚新几内亚,0,684,601,7
161,2020-12-11,摩纳哥,2,657,591,3
162,2020-12-11,厄立特里亚,7,656,525,0
163,2020-12-11,科摩罗,0,617,605,7
164,2020-12-11,毛里求斯,0,515,478,10
165,2020-12-11,坦桑尼亚,0,509,183,21
166,2020-12-11,不丹,0,433,395,0
167,2020-12-11,柬埔寨,2,356,307,0
168,2020-12-11,巴巴多斯,0,290,264,7
169,2020-12-11,圣卢西亚,0,270,169,2
170,2020-12-11,塞舌尔,0,184,168,0
171,2020-12-11,文莱,0,152,147,3
172,2020-12-11,安提瓜和巴布达,0,146,138,4
173,2020-12-11,圣文森特和格林纳丁斯,1,91,80,0
174,2020-12-11,多米尼克,0,85,76,0
175,2020-12-11,斐济,0,44,35,2
176,2020-12-11,格林纳达,0,43,41,0
177,2020-12-11,老挝,0,41,33,0
178,2020-12-11,马提尼克岛,5,37,0,1
179,2020-12-11,东帝汶,0,31,30,0
180,2020-12-11,梵蒂冈,0,27,15,0
181,2020-12-11,圣基茨和尼维斯,1,26,23,0
182,2020-12-11,所罗门群岛,0,17,5,0
183,2020-12-11,马绍尔群岛,0,4,4,0
184,2020-12-11,瓦努阿图,0,1,1,0
185,2020-12-11,中国,131,94749,88298,4755
