,date,country,new_confirm,total_confirm,heal,dead
159,2020-12-12,巴布亚新几内亚,36,720,601,8
161,2020-12-12,摩纳哥,2,659,594,3
162,2020-12-12,厄立特里亚,0,656,525,0
163,2020-12-12,科摩罗,0,617,605,7
164,2020-12-12,毛里求斯,0,515,478,10
165,2020-12-12,坦桑尼亚,0,509,183,21
166,2020-12-12,不丹,1,434,395,0
167,2020-12-12,柬埔寨,1,357,307,0
168,2020-12-12,巴巴多斯,1,292,269,7
169,2020-12-12,圣卢西亚,4,274,186,4
170,2020-12-12,塞舌尔,3,187,182,0
171,2020-12-12,文莱,0,152,147,3
172,2020-12-12,安提瓜和巴布达,1,147,138,4
173,2020-12-12,圣文森特和格林纳丁斯,3,94,81,0
174,2020-12-12,多米尼克,2,87,76,0
175,2020-12-12,斐济,0,44,35,2
176,2020-12-12,格林纳达,0,43,41,0
177,2020-12-12,老挝,0,41,33,0
178,2020-12-12,马提尼克岛,5,37,0,1
179,2020-12-12,东帝汶,0,31,30,0
180,2020-12-12,圣基茨和尼维斯,1,27,23,0
181,2020-12-12,梵蒂冈,0,27,15,0
182,2020-12-12,所罗门群岛,0,17,5,0
183,2020-12-12,马绍尔群岛,0,4,4,0
184,2020-12-12,瓦努阿图,0,1,1,0
185,2020-12-12,中国,100,94849,88411,4755
